"1991";"57";"Miguel Angel Garcia Merida";"Frente Justicialista Federal"
"1991";"58";"Osvaldo Martín Arpigiani";"Frente Justicialista Federal"
"1991";"59";"Santana Estanislao Zabalza";"Frente por la Justicia Social"
"1991";"60";"Abel Paulino Miguel";"Unión Cívica Radical"
"1991";"119";"Juan De Jesus";"Frente Justicialista Federal"
"1991";"61";"Héctor Carlos Cozzi";"Frente Justicialista Federal"
"1991";"63";"Julio Alak";"Frente Justicialista Federal"
"1991";"62";"Manuel Quindimil";"Frente Justicialista Federal"
"1991";"64";"Alfredo Gabriel Irigoin";"Unión Cívica Radical"
"1991";"65";"Antonio Ubaldo Lizarraga";"Unión Cívica Radical"
"1991";"66";"Emir Aldo Deguer";"Unión Cívica Radical"
"1991";"67";"Eduardo Donato Mango";"Unión Cívica Radical"
"1991";"68";"Juan José Fioramonti";"Unión Cívica Radical"
"1991";"69";"Manuel María Manin";"Frente Justicialista Federal"
"1991";"70";"Juan Bruno Tavano";"Frente Justicialista Federal"
"1991";"71";"Silverio Pedro Sallaberry";"Unión Vecinal de Luján"
"1991";"72";"Hilmar Walmar Wallace";"Unión Cívica Radical"
"1991";"73";"Raúl José Bozzano";"Frente Justicialista Federal"
"1991";"74";"Juan Carlos Pruzsiani";"Unión Cívica Radical"
"1991";"75";"Enrique Jaime Salzmann";"Frente Justicialista Federal"
"1991";"76";"Julio César Gioscio";"Frente Justicialista Federal"
"1991";"77";"Raúl Alfredo Othacehe";"Frente Justicialista Federal"
"1991";"78";"Raúl Carlos Iribarne";"Unión Cívica Radical"
"1991";"120";"Alberto José Abraham";"Frente Justicialista Federal"
"1991";"79";"Julio Antonio Asseff";"Union Vecinos de Moreno"
"1991";"80";"Juan Carlos Rousselot";"Frente Justicialista Federal"
"1991";"81";"Santiago Aníbal Maggiotti";"Frente Justicialista Federal"
"1991";"82";"José Antonio Aloisi";"Frente Justicialista Federal"
"1991";"83";"Jesús Abel Blanco";"Frente Justicialista Federal"
"1991";"84";"Helios Eseverri";"Unión Cívica Radical"
"1991";"22";"Haroldo Amado Lebed";"Frente Justicialista Federal"
"1991";"85";"Julio Rodriguez";"Frente Justicialista Federal"
"1991";"86";"Emir Lopez";"Frente Justicialista Federal"
"1991";"87";"Alcides Fidel Sequeiro";"Frente Justicialista Federal"
"1991";"88";"Néstor Silvio Chesini";"Unión Cívica Radical"
"1991";"89";"Jorge Telmo Perez";"Frente Justicialista Federal"
"1991";"90";"Blas Antonio Altieri";"Movimiento Unión del Partido de Pinamar"
"1991";"91";"Carlos Eugenio Astorga";"Frente Justicialista Federal"
"1991";"92";"Aníbal Domingo Fernandez";"Frente Justicialista Federal"
"1991";"93";"Alejandro Pedro Ballester";"Frente Justicialista Federal"
"1991";"94";"Nicolás Alberto Sica";"Unión Cívica Radical"
"1991";"95";"Armando Julio Real";"Frente Justicialista Federal"
"1991";"96";"Mario Gustavo Vignali";"Unión Cívica Radical"
"1991";"97";"Jorge Jesús Cravero";"Unión Cívica Radical"
"1991";"98";"Luis Roberto Ripani";"Frente Justicialista Federal"
"1991";"99";"Carlos Antonio Gorosito";"Unión Cívica Radical"
